Road,FG,FGA,FGP,3P,3PA,3PP,FT,FTA,FTP,ORB,STL,PF,PTS,GmSc,Birthday,Ex,ChristmasDay
1,9,14,0.643,2,3,0.667,4,5,0.8,2,1,5,24,24.3,0,0,0
1,3,15,0.2,2,6,0.333,7,8,0.875,2,1,4,15,5.2,0,0,0
0,5,13,0.385,2,4,0.5,3,4,0.75,1,0,4,15,13.2,0,0,0
0,19,32,0.594,6,8,0.75,12,15,0.8,4,0,4,56,46,0,0,0
1,8,21,0.381,1,7,0.143,4,4,1,4,1,3,21,17.6,0,0,0
0,7,13,0.538,0,4,0,6,6,1,1,0,2,20,13.8,0,0,0
1,10,16,0.625,2,5,0.4,4,4,1,1,0,6,26,20.5,0,0,0
1,5,13,0.385,1,4,0.25,3,3,1,3,2,4,14,16.7,0,0,0
0,11,14,0.786,0,0,0,2,3,0.667,5,0,4,24,25.1,0,0,0
0,12,19,0.632,0,0,0,2,2,1,4,1,4,26,24.1,0,0,0
