Road,FG,FGA,FGP,3P,3PA,3PP,FT,FTA,FTP,ORB,STL,PF,PTS,GmSc,Birthday,Ex,ChristmasDay
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
1,6,16,0.375,0,3,0,9,10,0.9,1,0,3,21,15.4,0,0,0
0,8,21,0.381,0,4,0,5,9,0.556,0,0,3,21,6.4,0,0,0
0,3,12,0.25,0,1,0,5,5,1,0,0,2,11,5.5,0,0,0
0,7,12,0.583,1,3,0.333,0,0,,0,2,2,15,14.5,0,0,0
1,12,19,0.632,0,5,0,8,10,0.8,1,0,5,32,26.8,0,0,0
1,7,13,0.538,0,2,0,5,5,1,0,1,3,19,17.3,0,0,0
0,6,17,0.353,3,4,0.75,1,1,1,0,1,3,16,9.3,0,0,0
0,5,17,0.294,0,2,0,2,3,0.667,1,2,0,12,8.9,0,0,0
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
1,6,12,0.5,2,5,0.4,2,2,1,1,0,2,16,14.4,0,0,0
1,6,17,0.353,0,2,0,7,9,0.778,1,0,2,19,9.9,0,0,0
