Road,FG,FGA,FGP,3P,3PA,3PP,FT,FTA,FTP,ORB,STL,PF,PTS,GmSc,Birthday,Ex,ChristmasDay
1,9,20,0.45,2,8,0.25,4,5,0.8,2,1,0,24,21.6,0,0,0
1,7,14,0.5,1,2,0.5,13,15,0.867,0,3,2,28,30.1,0,0,0
1,15,25,0.6,1,4,0.25,4,9,0.444,0,2,4,35,26.4,0,0,0
1,15,26,0.577,2,8,0.25,1,4,0.25,1,1,3,33,27.5,0,0,0
0,16,29,0.552,3,7,0.429,5,8,0.625,5,2,2,40,33.4,0,0,0
0,11,19,0.579,1,3,0.333,12,14,0.857,1,1,2,35,39.9,0,0,0
0,11,16,0.688,1,4,0.25,4,6,0.667,0,1,3,27,24,0,0,0
1,14,19,0.737,1,4,0.25,8,10,0.8,2,1,3,37,35.7,0,0,0
1,7,18,0.389,0,4,0,4,5,0.8,1,0,1,18,8.5,0,1,0
1,14,26,0.538,4,8,0.5,9,11,0.818,2,1,1,41,33.6,0,0,0
0,12,24,0.5,0,4,0,3,3,1,1,1,0,27,25.8,0,0,0
0,5,21,0.238,2,3,0.667,4,4,1,3,0,1,16,14.4,0,0,0
0,8,14,0.571,3,6,0.5,8,11,0.727,0,0,2,27,20.6,0,0,0
0,12,20,0.6,2,7,0.286,7,10,0.7,2,0,2,33,29.1,0,0,0
1,17,29,0.586,4,8,0.5,6,11,0.545,1,2,0,44,34.6,0,0,0
1,7,16,0.438,3,6,0.5,9,10,0.9,0,1,2,26,22.9,0,0,0
0,4,9,0.444,0,2,0,2,3,0.667,1,1,0,10,6.2,0,0,0
