Road,FG,FGA,FGP,3P,3PA,3PP,FT,FTA,FTP,ORB,STL,PF,PTS,GmSc,Birthday,Ex,ChristmasDay
0,4,16,0.25,3,10,0.3,7,8,0.875,2,2,1,18,15.7,0,0,0
0,8,21,0.381,2,8,0.25,5,6,0.833,0,3,1,23,12.8,0,0,0
1,9,12,0.75,2,3,0.667,4,5,0.8,1,3,2,24,26.4,0,0,0
1,9,14,0.643,2,7,0.286,4,4,1,1,3,2,24,22,0,0,0
1,11,17,0.647,3,6,0.5,5,6,0.833,1,5,4,30,34.2,0,0,0
1,10,19,0.526,1,4,0.25,4,6,0.667,0,4,3,25,21.8,0,0,0
0,9,17,0.529,3,5,0.6,0,0,0,1,3,2,21,20,0,0,0
1,2,9,0.222,1,3,0.333,0,2,0,0,3,0,5,1.4,0,0,0
1,12,15,0.8,3,4,0.75,0,2,0,0,3,5,27,22.9,0,0,0
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
